id,first_name,last_name,visa_type,passport_number,nationality,state,destination country,destination state,gender,age,entry date,degree_type,major,exit date,institution,estimated expenses,start_date,end_date,transportion mode
418,Zachery,York,Student,6100244316,India,Andhra Pradesh,United States,Ohio,M,18,8/29/2023,Master's,Computer Science,1/24/2024,Vassar College,$20194.81,1/5/2023,1/27/2025,air
419,Timmi,Palke,Student,6980112650,India,Gujarat,United States,Nevada,F,30,8/28/2023,Bachelor's,Computer Science,4/30/2024,"University of California, Los Angeles",$24043.36,1/9/2023,5/12/2024,air
420,Karney,Bruyett,Student,3176629236,India,Andhra Pradesh,United States,Texas,M,32,8/9/2023,Master's,Psychology,8/19/2024,Florida Christian College,$14113.94,1/15/2023,7/24/2024,air
421,Felike,Phillp,Student,9133312999,India,Andhra Pradesh,United States,Tennessee,M,27,8/10/2023,Bachelor's,Business Administration,10/16/2024,Morris College,$17679.63,1/14/2023,4/13/2025,air
422,Rolfe,Gretham,Student,3626668068,India,Uttar Pradesh,United States,California,M,34,9/2/2023,Bachelor's,Business Administration,12/22/2023,Nova Southeastern University,$14219.02,1/23/2023,6/18/2024,air
423,Fabien,Bartrop,Student,9403880253,India,Gujarat,United States,Utah,M,33,9/3/2023,Master's,Psychology,7/13/2023,Mount Olive College,$19244.29,1/28/2023,7/21/2024,air
424,Ker,Puckrin,Student,9554781875,India,Gujarat,United States,Pennsylvania,M,27,9/14/2023,Master's,Computer Science,2/7/2023,University of Detroit Mercy,$21414.42,1/11/2023,1/23/2024,air
425,Livvyy,Mayers,Student,3476742771,India,Gujarat,United States,Florida,F,26,8/14/2023,Master's,Business Administration,1/22/2025,Salem Teikyo University,$15084.19,1/4/2023,9/3/2024,air
426,Aridatha,Riggeard,Student,1476115313,India,Andhra Pradesh,United States,Indiana,F,27,8/3/2023,Master's,Business Administration,10/4/2023,New England College of Optometry,$17704.77,1/21/2023,3/23/2024,air
427,Pepi,Dethloff,Student,7948242555,India,Uttar Pradesh,United States,Utah,F,23,8/5/2023,Master's,Computer Science,2/21/2025,University of South Florida,$17065.38,1/21/2023,1/10/2024,air
428,Sam,Haighton,Student,5181180531,India,Uttar Pradesh,United States,Connecticut,F,28,9/13/2023,Master's,Business Administration,3/5/2023,Georgia State University,$15800.02,1/11/2023,9/2/2024,air
429,Cobbie,Wackly,Student,4371832317,India,Uttar Pradesh,United States,Missouri,M,30,8/28/2023,Master's,Computer Science,9/3/2024,Northwestern University,$15569.99,1/18/2023,8/2/2024,air
430,Elliot,Moxson,Student,4479185133,India,Gujarat,United States,Virginia,M,34,9/14/2023,Bachelor's,Business Administration,1/13/2023,Eastern Oregon University,$10905.36,1/19/2023,2/26/2025,air
431,Odele,Harpham,Student,8943201581,India,Uttar Pradesh,United States,Arizona,F,30,8/5/2023,Master's,Computer Science,1/10/2023,Warren Wilson College,$22067.46,1/17/2023,10/25/2024,air
432,Tobiah,Annatt,Student,3098154560,India,Andhra Pradesh,United States,New Mexico,M,22,8/28/2023,Master's,Computer Science,2/15/2025,Knox College,$24605.10,1/28/2023,2/3/2024,air
433,Anny,Sabater,Student,5609918452,India,Gujarat,United States,Colorado,F,19,8/30/2023,Master's,Business Administration,4/28/2025,Grand View College,$15207.95,1/28/2023,2/4/2025,air
434,Emerson,Matthew,Student,3544726206,India,Andhra Pradesh,United States,Michigan,M,20,8/28/2023,Master's,Computer Science,2/14/2025,Bard Graduate Center for Studies in the Decorative Arts,$20389.68,1/30/2023,4/1/2024,air
435,Clair,Peinke,Student,7016468697,India,Gujarat,United States,Florida,F,35,8/23/2023,Master's,Business Administration,3/16/2024,Dominican University,$18773.87,1/6/2023,3/14/2024,air
436,Latrena,Wanklyn,Student,5295977477,India,Andhra Pradesh,United States,Arizona,F,20,9/1/2023,Master's,Computer Science,9/19/2024,St. Ambrose University,$23848.94,1/1/2023,1/24/2025,air
437,Herbert,Pagnin,Student,7003901114,India,Uttar Pradesh,United States,Illinois,M,26,8/12/2023,Master's,Psychology,6/13/2023,Colorado School of Mines,$20474.33,1/3/2023,10/11/2024,air
438,Brier,Luttgert,Student,5310484160,India,Uttar Pradesh,United States,Pennsylvania,F,35,9/2/2023,Bachelor's,Business Administration,11/1/2024,Holy Family College,$20551.32,1/16/2023,2/17/2025,air
439,Riley,Brayshay,Student,4377632074,India,Uttar Pradesh,United States,California,M,35,8/22/2023,Master's,Computer Science,9/6/2023,Albany State University,$21593.09,1/5/2023,12/1/2024,air
440,Reese,Stewart,Student,1323840917,India,Uttar Pradesh,United States,Iowa,M,18,9/6/2023,Master's,Computer Science,7/8/2024,Rochester College,$23310.15,1/23/2023,3/15/2024,air
441,Jeffie,Trunkfield,Student,6377336561,India,Andhra Pradesh,United States,California,M,28,8/20/2023,Master's,Business Administration,11/15/2023,California Polytechnic State University - San Luis Obispo,$19672.75,1/2/2023,12/27/2023,air
442,Sidnee,Lowings,Student,2222003027,India,Gujarat,United States,District of Columbia,M,30,8/6/2023,Master's,Business Administration,11/16/2023,Keuka College,$12292.85,1/25/2023,12/23/2024,air
443,Kelci,Scritch,Student,4345806098,India,Andhra Pradesh,United States,Texas,F,25,9/4/2023,Master's,Computer Science,3/10/2025,Ohio State University - Newark,$11771.17,1/8/2023,7/15/2024,air
444,Pierce,Baser,Student,4933803284,India,Uttar Pradesh,United States,New York,M,24,9/10/2023,Master's,Computer Science,10/11/2023,Central Methodist College,$21378.43,1/30/2023,5/20/2025,air
445,Man,Ethelston,Student,8202932993,India,Gujarat,United States,Virginia,M,20,8/12/2023,Bachelor's,Business Administration,7/2/2024,University of Arizona,$22213.09,1/1/2023,3/5/2025,air
446,Adore,Simoncello,Student,8432998890,India,Gujarat,United States,Connecticut,F,26,8/12/2023,Bachelor's,Psychology,6/24/2024,Middle Tennessee State University,$21622.79,1/2/2023,12/28/2024,air
447,Herculie,Sibbert,Student,1522987929,India,Uttar Pradesh,United States,California,M,19,8/31/2023,Master's,Computer Science,4/3/2024,Walsh College of Accountancy and Business Administration,$22590.65,1/3/2023,2/29/2024,air
448,Ebeneser,Schirok,Student,3935519249,India,Uttar Pradesh,United States,Texas,M,20,9/6/2023,Bachelor's,Computer Science,8/24/2023,University of Minnesota - Morris,$12999.76,1/23/2023,11/5/2024,air
449,Shane,Yurinov,Student,3756021605,India,Gujarat,United States,Maryland,M,20,8/29/2023,Bachelor's,Computer Science,8/15/2023,ICI University,$23808.50,1/10/2023,4/1/2024,air
450,Kathie,Seabourne,Student,4735683463,India,Andhra Pradesh,United States,Ohio,F,22,8/19/2023,Master's,Computer Science,7/27/2024,St. John's College New Mexico,$16454.20,1/19/2023,9/23/2024,air
451,Vassili,Delbergue,Student,2016316675,India,Gujarat,United States,Ohio,M,29,8/22/2023,Master's,Psychology,10/13/2024,School for International Training,$18722.11,1/26/2023,2/6/2024,air
452,Reinwald,McVaugh,Student,9499104385,India,Uttar Pradesh,United States,South Carolina,M,19,8/14/2023,Master's,Computer Science,10/22/2024,University of Findlay,$11662.52,1/24/2023,4/30/2025,air
453,Catlee,Haker,Student,4135928615,India,Uttar Pradesh,United States,North Carolina,F,25,8/31/2023,Master's,Psychology,8/26/2023,State University of New York College of Environmental Science and Forestry,$18103.12,1/15/2023,2/4/2025,air
454,Olivier,Stoacley,Student,1756243486,India,Gujarat,United States,Washington,M,30,8/5/2023,Master's,Computer Science,3/27/2024,Western State University College of Law - Orange County,$23120.13,1/28/2023,4/3/2024,air
455,Neilla,Rogerson,Student,6343340398,India,Uttar Pradesh,United States,Washington,F,23,8/19/2023,Bachelor's,Computer Science,8/23/2024,Mississippi University for Women,$16975.12,1/7/2023,10/5/2024,air
456,Ariel,Tutchener,Student,9703516921,India,Andhra Pradesh,United States,California,M,26,9/3/2023,Master's,Computer Science,7/26/2024,University of New Hampshire - Manchester,$20813.99,1/9/2023,3/21/2024,air
457,Papageno,Sperring,Student,2184212751,India,Uttar Pradesh,United States,Florida,M,23,8/9/2023,Master's,Psychology,3/28/2023,West Virginia School of Osteopathic Medicine,$18145.64,1/22/2023,3/14/2025,air
458,Edsel,Curee,Student,5824071557,India,Gujarat,United States,New York,M,23,8/9/2023,Master's,Psychology,3/8/2025,Louisiana Tech University,$19622.93,1/19/2023,11/21/2024,air
459,Wye,Yuryichev,Student,5264005612,India,Gujarat,United States,Washington,M,30,8/21/2023,Master's,Computer Science,9/7/2024,Rochester College,$14470.48,1/15/2023,11/30/2024,air
460,Dalli,Nuzzti,Student,6380881221,India,Uttar Pradesh,United States,New York,M,23,9/5/2023,Master's,Computer Science,1/20/2024,Atlantic International University,$16656.57,1/5/2023,10/19/2024,air
461,Trixie,Shewery,Student,2544379474,India,Andhra Pradesh,United States,Wisconsin,F,26,8/27/2023,Bachelor's,Computer Science,3/17/2025,Nazareth College,$13941.76,1/24/2023,11/22/2024,air
462,Jo-ann,Frawley,Student,3861236252,India,Uttar Pradesh,United States,Delaware,F,34,8/20/2023,Master's,Computer Science,9/4/2024,Academy of Art College,$10928.75,1/22/2023,11/8/2024,air
463,Celeste,Dax,Student,4800129486,India,Uttar Pradesh,United States,Missouri,F,33,8/31/2023,Bachelor's,Business Administration,11/23/2023,"City University of New York, School of Law at Queens College",$18572.30,1/12/2023,1/1/2024,air
464,Julian,Mountjoy,Student,5082906584,India,Gujarat,United States,Washington,M,22,8/27/2023,Master's,Computer Science,9/27/2023,Texas A&M University - Commerce,$11945.57,1/4/2023,9/21/2024,air
465,Kalil,Beenham,Student,2828048449,India,Gujarat,United States,South Carolina,M,29,9/12/2023,Master's,Computer Science,4/28/2024,San Diego University for Integrative Studies,$17158.51,1/29/2023,12/27/2023,air
466,Alidia,Beincken,Student,7064923031,India,Uttar Pradesh,United States,Kansas,F,33,8/11/2023,Master's,Business Administration,11/21/2023,Lubbock Christian University,$19199.26,1/4/2023,3/29/2024,air
467,Moreen,Lory,Student,4250314691,India,Andhra Pradesh,United States,New York,F,35,9/4/2023,Master's,Computer Science,4/11/2024,University of Michigan - Dearborn,$15946.23,1/24/2023,4/7/2025,air
468,Marcelo,Brogioni,Student,4832560478,India,Andhra Pradesh,United States,Ohio,M,35,8/12/2023,Master's,Computer Science,9/21/2024,Northern Kentucky University,$10514.21,1/2/2023,12/30/2024,air
469,Toiboid,Tapin,Student,2598379959,India,Andhra Pradesh,United States,North Carolina,M,35,8/29/2023,Master's,Psychology,6/10/2023,Notre Dame de Namur University,$13905.87,1/25/2023,2/5/2024,air
470,Ginnie,Highton,Student,7024131629,India,Uttar Pradesh,United States,Indiana,F,25,8/19/2023,Bachelor's,Psychology,8/2/2024,Illinois Institute of Technology,$15416.65,1/29/2023,12/28/2024,air
471,Vonni,Pail,Student,7592815773,India,Gujarat,United States,Illinois,F,32,8/7/2023,Master's,Computer Science,9/20/2024,"University of Maine, Farmington",$15161.05,1/6/2023,9/15/2024,air
472,Ryan,Duffield,Student,4775642952,India,Andhra Pradesh,United States,Florida,M,24,9/11/2023,Master's,Business Administration,4/19/2024,Armstrong Atlantic State University,$12586.78,1/14/2023,11/18/2024,air
473,Tammie,Wackett,Student,7354810149,India,Andhra Pradesh,United States,Virginia,F,32,8/4/2023,Bachelor's,Business Administration,11/7/2023,Southwest State University,$17033.16,1/30/2023,5/11/2025,air
474,Alexandr,Beeze,Student,1627778706,India,Gujarat,United States,Mississippi,M,23,8/10/2023,Bachelor's,Computer Science,8/22/2023,Blessing-Rieman College of Nursing,$19285.90,1/3/2023,12/20/2023,air
475,Damara,Shingles,Student,2752177912,India,Gujarat,United States,Illinois,F,31,8/4/2023,Bachelor's,Computer Science,8/6/2024,Eureka College,$15562.58,1/10/2023,3/12/2025,air
476,Roshelle,Reedyhough,Student,7154003391,India,Uttar Pradesh,United States,Georgia,F,31,9/6/2023,Master's,Business Administration,7/3/2023,Hampden-Sydney College,$22677.69,1/12/2023,2/26/2025,air
477,Lyman,Magson,Student,3633360768,India,Andhra Pradesh,United States,Texas,M,24,9/7/2023,Master's,Computer Science,3/20/2025,Life Chiropractic College West,$24096.68,1/3/2023,1/12/2025,air
478,Ingemar,Batting,Student,6675216206,India,Uttar Pradesh,United States,Kentucky,M,27,9/6/2023,Master's,Computer Science,2/24/2023,Graceland College,$14681.04,1/2/2023,12/27/2024,air
479,Gratiana,Ibbs,Student,2161300988,India,Andhra Pradesh,United States,Kentucky,F,32,8/11/2023,Master's,Psychology,10/30/2024,University of Texas at Brownsville,$15299.45,1/19/2023,9/23/2024,air
480,Odille,Gawthrop,Student,8496002792,India,Uttar Pradesh,United States,Michigan,F,24,8/29/2023,Master's,Computer Science,4/24/2024,Villanova University,$11411.96,1/22/2023,3/26/2025,air
481,Denney,Farman,Student,4459889282,India,Uttar Pradesh,United States,California,M,33,9/14/2023,Master's,Business Administration,5/3/2023,Salem College,$20354.85,1/20/2023,11/14/2024,air
482,Nancee,Ajean,Student,5879868151,India,Uttar Pradesh,United States,Washington,F,22,8/30/2023,Bachelor's,Business Administration,6/26/2023,Kendall College,$19353.66,1/26/2023,3/26/2025,air
483,Brear,Kelemen,Student,8206177190,India,Uttar Pradesh,United States,Arizona,F,20,9/9/2023,Master's,Computer Science,3/8/2024,Savannah College of Art and Design,$12837.20,1/9/2023,1/14/2024,air
484,Donal,Augur,Student,4484908278,India,Gujarat,United States,Oklahoma,M,32,8/18/2023,Master's,Computer Science,11/23/2023,Wiley College,$12433.44,1/9/2023,7/1/2024,air
485,Quinton,Myderscough,Student,6508082729,India,Andhra Pradesh,United States,Florida,M,25,9/4/2023,Master's,Business Administration,7/8/2024,St. Vincent College,$13586.28,1/30/2023,4/8/2025,air
486,Dalila,Dorrell,Student,9640547198,India,Andhra Pradesh,United States,Alabama,F,35,8/27/2023,Master's,Computer Science,6/26/2024,Columbia College South Carolina,$15883.06,1/23/2023,5/22/2025,air
487,Laurent,Rawlingson,Student,5620478378,India,Gujarat,United States,Iowa,M,22,9/1/2023,Master's,Business Administration,9/15/2024,Hodges University,$23908.95,1/8/2023,5/15/2024,air
488,Arvy,Lazonby,Student,8416451145,India,Gujarat,United States,Texas,M,21,8/31/2023,Master's,Business Administration,3/27/2023,Hillsdale College,$23870.28,1/23/2023,8/21/2024,air
489,Catarina,Ingledew,Student,1549747203,India,Uttar Pradesh,United States,Iowa,F,30,8/23/2023,Master's,Business Administration,7/10/2024,American Military University,$16882.87,1/14/2023,5/5/2025,air
490,Rebeca,Inderwick,Student,2162203925,India,Andhra Pradesh,United States,Texas,F,18,9/10/2023,Bachelor's,Psychology,9/19/2024,Nebraska Christian College,$17228.64,1/15/2023,1/4/2025,air
491,Hubert,Heningam,Student,9810736979,India,Uttar Pradesh,United States,California,M,19,8/17/2023,Master's,Computer Science,12/24/2023,Grinnell College,$13590.78,1/16/2023,8/11/2024,air
492,Nissa,Neaves,Student,9099305788,India,Uttar Pradesh,United States,Alaska,F,25,9/1/2023,Master's,Computer Science,1/8/2024,Western State University College of Law,$12488.39,1/21/2023,1/28/2024,air
493,Thayne,Tallowin,Student,8876025741,India,Gujarat,United States,Colorado,M,27,9/6/2023,Bachelor's,Psychology,3/29/2025,Lenoir-Rhyne College,$22780.48,1/21/2023,1/25/2025,air
494,Farr,Vevers,Student,8674312945,India,Gujarat,United States,Kansas,M,35,9/3/2023,Master's,Computer Science,11/13/2023,Lake Superior State University,$11135.06,1/9/2023,10/15/2024,air
495,Patton,Grigoriscu,Student,6886443075,India,Uttar Pradesh,United States,Florida,M,34,8/30/2023,Bachelor's,Business Administration,3/13/2023,Tufts University,$16794.85,1/5/2023,5/21/2025,air
496,Sylvester,Smellie,Student,8828136622,India,Andhra Pradesh,United States,Indiana,M,19,8/21/2023,Master's,Computer Science,12/15/2024,College of Mount St. Vincent,$12967.62,1/30/2023,8/30/2024,air
497,Courtney,Penhallurick,Student,8073075485,India,Andhra Pradesh,United States,Michigan,M,19,8/4/2023,Master's,Computer Science,4/3/2025,Indiana University at South Bend,$19811.09,1/24/2023,10/22/2024,air
498,Vally,Dole,Student,4171137847,India,Gujarat,United States,Texas,F,19,8/28/2023,Master's,Computer Science,3/24/2023,The Southern Christian University,$17040.84,1/13/2023,4/22/2025,air
499,Simeon,Totterdill,Student,8706239179,India,Uttar Pradesh,United States,California,M,32,9/9/2023,Master's,Computer Science,12/7/2023,Lehigh Univervsity,$17255.83,1/13/2023,1/30/2025,air
500,Ashly,Lamperd,Student,2393694322,India,Andhra Pradesh,United States,Massachusetts,F,21,8/20/2023,Master's,Psychology,5/20/2024,John F. Kennedy University,$21855.06,1/7/2023,1/20/2025,air
