id,first_name,last_name,gender,age,visa_type,passport_number,nationality,state,destination country,destination state,entry date,exit date,estimated expenses,transportion mode,degree_type,major,institution,start_date,end_date,visa_sub_type,,,,,,,,,,,,,,,,,,
16729,Celestyn,Soame,Female,44,Pleasure,4767408484,Canada,Ontario,United States,Illinois,05/11/23,7/17/2023,$6555.15,road,,,,,,,,,,,,,,,,,,,,,,,,
16730,Kenon,Edwin,Male,34,Pleasure,6177467509,Canada,Alberta,United States,Connecticut,10/14/2023,8/30/2023,$4729.66,road,,,,,,,,,,,,,,,,,,,,,,,,
16731,Dun,Milbourne,Male,33,Pleasure,1909308018,Canada,Québec,United States,California,08/02/23,07/07/23,$7150.34,road,,,,,,,,,,,,,,,,,,,,,,,,
16732,Virginia,Darnbrook,Female,20,Pleasure,9007279706,Canada,Ontario,United States,Oregon,8/15/2023,05/05/23,$7104.62,air,,,,,,,,,,,,,,,,,,,,,,,,
16733,Palmer,Olivi,Male,24,Pleasure,2495249013,Canada,Ontario,United States,Florida,08/06/23,4/15/2023,$4966.13,air,,,,,,,,,,,,,,,,,,,,,,,,
16734,Samara,Quirke,Female,9,Pleasure,1393135134,Canada,British Columbia,United States,California,4/23/2023,4/26/2023,$2890.32,air,,,,,,,,,,,,,,,,,,,,,,,,
16735,Gregoor,Baggally,Male,81,Pleasure,3181205793,Canada,Alberta,United States,Virginia,5/16/2023,9/23/2023,$14210.36,air,,,,,,,,,,,,,,,,,,,,,,,,
16736,Nara,Perassi,Female,30,Pleasure,6247758338,Canada,British Columbia,United States,Tennessee,06/02/23,9/24/2023,$3674.82,air,,,,,,,,,,,,,,,,,,,,,,,,
16737,King,Shivell,Male,52,Pleasure,2937833656,Canada,Québec,United States,New York,8/14/2023,4/25/2023,$6383.17,road,,,,,,,,,,,,,,,,,,,,,,,,
16738,Yvette,Rioch,Female,18,Pleasure,4197894035,Canada,Ontario,United States,Washington,05/10/23,7/15/2023,$10444.96,road,,,,,,,,,,,,,,,,,,,,,,,,
16739,Terencio,De Stoop,Male,82,Pleasure,5521091443,Canada,British Columbia,United States,California,07/09/23,9/23/2023,$11528.40,air,,,,,,,,,,,,,,,,,,,,,,,,
16740,Hyacintha,Goodanew,Female,24,Pleasure,8319896833,Canada,Nunavut,United States,West Virginia,07/01/23,4/25/2023,$8857.21,air,,,,,,,,,,,,,,,,,,,,,,,,
16741,Tiffi,Bullivent,Genderfluid,41,Pleasure,5880835128,Canada,British Columbia,United States,Kansas,09/04/23,8/21/2023,$1504.53,air,,,,,,,,,,,,,,,,,,,,,,,,
16742,Flint,Cooksley,Male,93,Pleasure,5000882639,Canada,Ontario,United States,Arizona,6/21/2023,06/06/23,$10285.18,road,,,,,,,,,,,,,,,,,,,,,,,,
16743,Ellery,Portsmouth,Male,5,Pleasure,6831275280,Canada,Québec,United States,Mississippi,07/05/23,08/04/23,$6118.45,air,,,,,,,,,,,,,,,,,,,,,,,,
16744,Claude,Schiell,Female,54,Pleasure,4769859523,Canada,Saskatchewan,United States,California,05/02/23,06/03/23,$3180.51,road,,,,,,,,,,,,,,,,,,,,,,,,
16745,Shellysheldon,Shortan,Male,19,Pleasure,8652893356,Canada,Ontario,United States,Nebraska,06/09/23,06/03/23,$13001.54,air,,,,,,,,,,,,,,,,,,,,,,,,
16746,Isidore,Kalb,Male,51,Pleasure,2946605328,Canada,Manitoba,United States,Texas,5/30/2023,7/17/2023,$3195.49,road,,,,,,,,,,,,,,,,,,,,,,,,
16747,Melina,Heitz,Agender,75,Pleasure,1680994488,Canada,Québec,United States,Colorado,10/26/2023,4/23/2023,$11331.21,road,,,,,,,,,,,,,,,,,,,,,,,,
16748,Mara,Sainthill,Female,50,Pleasure,6608832815,Canada,Ontario,United States,Louisiana,5/21/2023,10/24/2023,$6005.31,air,,,,,,,,,,,,,,,,,,,,,,,,
16749,Tatiania,Asals,Polygender,22,Pleasure,4913995668,Canada,Ontario,United States,Indiana,10/05/23,6/29/2023,$2377.72,road,,,,,,,,,,,,,,,,,,,,,,,,
16750,Boone,McCudden,Male,1,Pleasure,8271912716,Canada,Alberta,United States,California,9/26/2023,05/12/23,$5137.49,road,,,,,,,,,,,,,,,,,,,,,,,,
16751,Ruthann,Beckford,Female,28,Pleasure,8585136023,Canada,Manitoba,United States,Arizona,09/03/23,5/30/2023,$6064.64,road,,,,,,,,,,,,,,,,,,,,,,,,
16752,Robert,Mcall,Male,67,Pleasure,5625833189,Canada,British Columbia,United States,Kentucky,7/25/2023,7/18/2023,$5717.70,road,,,,,,,,,,,,,,,,,,,,,,,,
16753,Dianemarie,Blaksley,Female,35,Pleasure,6511656854,Canada,Québec,United States,Wisconsin,6/25/2023,06/02/23,$12706.76,road,,,,,,,,,,,,,,,,,,,,,,,,
16754,Cher,Brockton,Female,27,Pleasure,7759932860,Canada,Alberta,United States,New Mexico,10/11/23,5/29/2023,$1031.56,road,,,,,,,,,,,,,,,,,,,,,,,,
16755,Brandie,Louisot,Female,35,Pleasure,6018123837,Canada,Nova Scotia,United States,Texas,10/26/2023,10/10/23,$11785.31,road,,,,,,,,,,,,,,,,,,,,,,,,
16756,Malvin,Gisborne,Male,93,Pleasure,9802933128,Canada,Saskatchewan,United States,Missouri,06/09/23,10/29/2023,$8415.82,road,,,,,,,,,,,,,,,,,,,,,,,,
16757,Lanni,Mullins,Female,12,Pleasure,9999833064,Canada,British Columbia,United States,Texas,4/23/2023,10/08/23,$1641.29,air,,,,,,,,,,,,,,,,,,,,,,,,
16758,Margarete,Leasor,Female,67,Pleasure,5400373520,Canada,Nova Scotia,United States,Florida,10/08/23,9/14/2023,$6653.71,road,,,,,,,,,,,,,,,,,,,,,,,,
16759,Cammie,Minchinton,Female,54,Pleasure,4265653157,Canada,Québec,United States,Illinois,09/07/23,4/28/2023,$4300.94,road,,,,,,,,,,,,,,,,,,,,,,,,
16760,Claudianus,Eades,Male,92,Pleasure,5551710314,Canada,Prince Edward Island,United States,Alabama,07/11/23,9/23/2023,$7429.81,road,,,,,,,,,,,,,,,,,,,,,,,,
16761,Emma,Lerwill,Female,84,Pleasure,6097807324,Canada,Newfoundland and Labrador,United States,Texas,8/18/2023,7/22/2023,$1369.31,air,,,,,,,,,,,,,,,,,,,,,,,,
16762,Diarmid,Penny,Male,44,Pleasure,6233837953,Canada,Alberta,United States,Kentucky,4/17/2023,10/01/23,$4660.77,road,,,,,,,,,,,,,,,,,,,,,,,,
16763,Tamera,Middleditch,Female,88,Pleasure,2462661270,Canada,Nova Scotia,United States,Oregon,08/12/23,06/10/23,$9751.55,air,,,,,,,,,,,,,,,,,,,,,,,,
16764,Spense,Pelzer,Male,50,Pleasure,7280895386,Canada,British Columbia,United States,Kansas,5/23/2023,7/22/2023,$3978.38,air,,,,,,,,,,,,,,,,,,,,,,,,
16765,Euphemia,Lark,Female,36,Pleasure,4054326415,Canada,Manitoba,United States,Maryland,6/30/2023,06/10/23,$12870.09,air,,,,,,,,,,,,,,,,,,,,,,,,
16766,Cortie,McKechnie,Male,20,Pleasure,6536063028,Canada,Québec,United States,New York,05/04/23,4/30/2023,$5227.33,road,,,,,,,,,,,,,,,,,,,,,,,,
16767,Cleveland,Bennallck,Male,49,Pleasure,4997232444,Canada,Québec,United States,Virginia,6/20/2023,4/20/2023,$13688.69,air,,,,,,,,,,,,,,,,,,,,,,,,
16768,Lauri,Trencher,Female,29,Pleasure,3430274683,Canada,Québec,United States,New Jersey,06/12/23,7/25/2023,$8098.75,road,,,,,,,,,,,,,,,,,,,,,,,,
16769,Alikee,Eagan,Female,19,Pleasure,3775410005,Canada,Québec,United States,Illinois,5/30/2023,10/22/2023,$14769.19,air,,,,,,,,,,,,,,,,,,,,,,,,
16770,Skipper,Kopp,Male,94,Pleasure,8133805989,Canada,Québec,United States,Indiana,4/16/2023,8/17/2023,$2863.39,air,,,,,,,,,,,,,,,,,,,,,,,,
16771,Thorin,Headland,Male,93,Pleasure,9690522592,Canada,British Columbia,United States,Pennsylvania,4/21/2023,5/13/2023,$7261.75,air,,,,,,,,,,,,,,,,,,,,,,,,
16772,Dollie,Wiltsher,Female,21,Pleasure,9609572251,Canada,Saskatchewan,United States,Florida,06/06/23,09/11/23,$3797.60,air,,,,,,,,,,,,,,,,,,,,,,,,
16773,Schuyler,Cameron,Male,49,Pleasure,3694267695,Canada,Saskatchewan,United States,District of Columbia,9/18/2023,9/27/2023,$3908.35,air,,,,,,,,,,,,,,,,,,,,,,,,
16774,Joaquin,Ganley,Male,51,Pleasure,2333889889,Canada,New Brunswick,United States,Florida,10/09/23,7/19/2023,$7800.97,road,,,,,,,,,,,,,,,,,,,,,,,,
16775,Ingaborg,Frankland,Female,72,Pleasure,1407856758,Canada,British Columbia,United States,Tennessee,10/12/23,9/23/2023,$3077.95,road,,,,,,,,,,,,,,,,,,,,,,,,
16776,Abran,Reicherz,Male,79,Pleasure,4154882117,Canada,Alberta,United States,Tennessee,9/19/2023,10/16/2023,$11930.65,air,,,,,,,,,,,,,,,,,,,,,,,,
16777,Garey,Ogus,Male,66,Pleasure,6734077294,Canada,Prince Edward Island,United States,Pennsylvania,7/20/2023,10/04/23,$13500.06,air,,,,,,,,,,,,,,,,,,,,,,,,
16778,Reeva,Pinock,Female,7,Pleasure,9736301366,Canada,Alberta,United States,Florida,07/01/23,4/26/2023,$11760.73,air,,,,,,,,,,,,,,,,,,,,,,,,
16779,Rudolf,Foynes,Male,25,Pleasure,5538118993,Canada,Ontario,United States,Ohio,08/08/23,10/27/2023,$9508.48,road,,,,,,,,,,,,,,,,,,,,,,,,
16780,Anderson,Chapman,Male,73,Pleasure,1741187894,Canada,Québec,United States,Virginia,07/04/23,5/29/2023,$10391.69,air,,,,,,,,,,,,,,,,,,,,,,,,
16781,Brunhilde,Toderini,Female,61,Pleasure,2723007195,Canada,British Columbia,United States,Tennessee,8/28/2023,8/31/2023,$1897.68,air,,,,,,,,,,,,,,,,,,,,,,,,
16782,Rubie,Suarez,Non-binary,67,Pleasure,6720426676,Canada,Québec,United States,Texas,07/02/23,9/27/2023,$12648.96,air,,,,,,,,,,,,,,,,,,,,,,,,
16783,Minette,Annear,Female,14,Pleasure,2176955240,Canada,Québec,United States,Virginia,5/28/2023,10/11/23,$2942.51,road,,,,,,,,,,,,,,,,,,,,,,,,
16784,Dasya,De Stoop,Female,30,Pleasure,1020005501,Canada,British Columbia,United States,Virginia,8/15/2023,09/06/23,$6892.95,road,,,,,,,,,,,,,,,,,,,,,,,,
16785,Kathryn,Cressy,Female,4,Pleasure,2316653654,Canada,Québec,United States,Georgia,07/07/23,10/15/2023,$2578.06,road,,,,,,,,,,,,,,,,,,,,,,,,
16786,Marianna,Richley,Female,2,Pleasure,4280471463,Canada,Nova Scotia,United States,New Jersey,5/24/2023,07/07/23,$6287.92,road,,,,,,,,,,,,,,,,,,,,,,,,
16787,Cayla,Bye,Female,50,Pleasure,9641823661,Canada,British Columbia,United States,Oregon,10/20/2023,5/31/2023,$13336.78,road,,,,,,,,,,,,,,,,,,,,,,,,
16788,Hedda,Patullo,Female,60,Pleasure,7402144674,Canada,Québec,United States,California,05/07/23,06/11/23,$7276.08,road,,,,,,,,,,,,,,,,,,,,,,,,
16789,Claresta,Griffitts,Female,92,Pleasure,8162438930,Canada,Alberta,United States,New York,10/19/2023,10/07/23,$6810.78,road,,,,,,,,,,,,,,,,,,,,,,,,
16790,Lindon,Hundey,Male,79,Pleasure,2247822227,Canada,Québec,United States,Kansas,9/24/2023,7/25/2023,$4162.73,air,,,,,,,,,,,,,,,,,,,,,,,,
16791,Arabela,Itzak,Female,99,Pleasure,3414300363,Canada,Prince Edward Island,United States,Nebraska,10/11/23,8/26/2023,$1331.81,air,,,,,,,,,,,,,,,,,,,,,,,,
16792,Myrlene,Emblin,Female,32,Pleasure,5008168687,Canada,Québec,United States,Missouri,08/10/23,4/19/2023,$11356.68,air,,,,,,,,,,,,,,,,,,,,,,,,
16793,Maury,Kinzett,Male,88,Pleasure,6261906015,Canada,Québec,United States,Florida,05/07/23,5/18/2023,$4119.32,road,,,,,,,,,,,,,,,,,,,,,,,,
16794,Elisabeth,Jostan,Female,83,Pleasure,6508547333,Canada,Québec,United States,New York,8/27/2023,4/21/2023,$14971.34,air,,,,,,,,,,,,,,,,,,,,,,,,
16795,Cissiee,Huet,Female,74,Pleasure,3070135182,Canada,New Brunswick,United States,Nebraska,7/16/2023,07/10/23,$7630.95,road,,,,,,,,,,,,,,,,,,,,,,,,
16796,Burton,Kermit,Male,63,Pleasure,4876262206,Canada,Québec,United States,California,06/09/23,10/04/23,$6669.73,road,,,,,,,,,,,,,,,,,,,,,,,,
16797,Vick,Ahmad,Male,90,Pleasure,1949778610,Canada,Alberta,United States,Florida,10/20/2023,6/21/2023,$2546.31,road,,,,,,,,,,,,,,,,,,,,,,,,
16798,Noam,Reside,Male,100,Pleasure,4903350693,Canada,Québec,United States,Nebraska,8/20/2023,7/15/2023,$6470.61,road,,,,,,,,,,,,,,,,,,,,,,,,
16799,Irina,Leglise,Female,55,Pleasure,8235889532,Canada,Québec,United States,Georgia,10/11/23,6/20/2023,$1685.32,road,,,,,,,,,,,,,,,,,,,,,,,,
16800,Mord,Bortoli,Polygender,90,Pleasure,6380754689,Canada,British Columbia,United States,Pennsylvania,7/18/2023,8/28/2023,$6929.82,road,,,,,,,,,,,,,,,,,,,,,,,,
16801,Tara,Parlour,Female,91,Pleasure,3275564175,Canada,Alberta,United States,Pennsylvania,9/18/2023,10/12/23,$12676.08,road,,,,,,,,,,,,,,,,,,,,,,,,
16802,Tucker,Gerleit,Male,39,Pleasure,2098267494,Canada,Québec,United States,Minnesota,7/23/2023,10/07/23,$10854.25,road,,,,,,,,,,,,,,,,,,,,,,,,
16803,Lexis,Bischop,Female,91,Pleasure,6622740473,Canada,Québec,United States,Kentucky,10/27/2023,10/06/23,$3769.09,road,,,,,,,,,,,,,,,,,,,,,,,,
16804,Aymer,Pattillo,Male,72,Pleasure,4153794217,Canada,Alberta,United States,Texas,4/30/2023,05/12/23,$10892.27,air,,,,,,,,,,,,,,,,,,,,,,,,
16805,Ward,Blasgen,Non-binary,51,Pleasure,6550185952,Canada,Québec,United States,Arizona,9/18/2023,9/28/2023,$6820.94,air,,,,,,,,,,,,,,,,,,,,,,,,
16806,Elfrida,Lownie,Female,18,Pleasure,9285663680,Canada,Québec,United States,Mississippi,10/03/23,8/21/2023,$14186.04,road,,,,,,,,,,,,,,,,,,,,,,,,
16807,Novelia,Hennington,Genderfluid,6,Pleasure,8694541993,Canada,Manitoba,United States,Oklahoma,10/28/2023,8/15/2023,$11827.92,air,,,,,,,,,,,,,,,,,,,,,,,,
16808,Allsun,Elliott,Female,81,Pleasure,1549822432,Canada,Ontario,United States,Florida,10/01/23,10/19/2023,$10247.50,road,,,,,,,,,,,,,,,,,,,,,,,,
16809,Levey,Kenright,Male,76,Pleasure,6092792358,Canada,Ontario,United States,Arizona,06/10/23,7/23/2023,$7041.29,air,,,,,,,,,,,,,,,,,,,,,,,,
16810,Sheena,Benko,Female,61,Pleasure,1575477690,Canada,Newfoundland and Labrador,United States,Texas,09/04/23,4/24/2023,$1987.86,air,,,,,,,,,,,,,,,,,,,,,,,,
16811,Caty,Gerald,Female,38,Pleasure,3433984745,Canada,Alberta,United States,Texas,6/18/2023,7/15/2023,$4804.62,air,,,,,,,,,,,,,,,,,,,,,,,,
16812,Mimi,McWaters,Female,10,Pleasure,6049509467,Canada,Ontario,United States,Texas,10/01/23,7/23/2023,$12707.52,road,,,,,,,,,,,,,,,,,,,,,,,,
16813,Saudra,Oloshin,Female,48,Business,38,Mexico,Veracruz Llave,United States,Indiana,05/06/23,3/16/2024,$10084.32,air,,,,,,h1,,,,,,,,,,,,,,,,,,
16814,Jen,Gurton,Female,19,Business,87,Mexico,Jalisco,United States,Nevada,03/11/24,07/10/23,$11804.89,air,,,,,,h1,,,,,,,,,,,,,,,,,,
16815,Caresa,Wigfield,Female,14,Business,9,Mexico,Chihuahua,United States,Indiana,06/09/23,03/02/24,$12694.10,road,,,,,,l1,,,,,,,,,,,,,,,,,,
16816,Burnard,Shorter,Male,73,Business,5,Mexico,Sinaloa,United States,California,02/02/24,11/10/23,$10493.80,road,,,,,,h1,,,,,,,,,,,,,,,,,,
16817,Viole,Raspin,Female,32,Business,15,Mexico,Oaxaca,United States,New York,5/15/2023,09/11/23,$14591.50,air,,,,,,l1,,,,,,,,,,,,,,,,,,
16818,Chico,Greig,Male,13,Business,33,Mexico,Tamaulipas,United States,Texas,8/16/2023,7/23/2023,$10470.98,road,,,,,,h1,,,,,,,,,,,,,,,,,,
16819,Shepard,Heustace,Male,37,Business,52,Mexico,Puebla,United States,North Carolina,9/21/2023,2/23/2024,$13292.21,air,,,,,,h1,,,,,,,,,,,,,,,,,,
16820,Rowland,Thing,Male,81,Business,76,Mexico,Mexico,United States,Missouri,6/18/2023,5/21/2023,$10897.15,air,,,,,,h1,,,,,,,,,,,,,,,,,,
16821,Starr,Kochlin,Female,87,Business,31,Mexico,Guerrero,United States,Texas,8/25/2023,5/22/2023,$14189.41,road,,,,,,l1,,,,,,,,,,,,,,,,,,
16822,Cassi,Montes,Female,80,Business,28,Mexico,Jalisco,United States,Pennsylvania,11/01/23,02/12/24,$13206.09,air,,,,,,h1,,,,,,,,,,,,,,,,,,
16823,Filmer,Byres,Male,78,Business,1,Mexico,Veracruz Llave,United States,Nevada,11/23/2023,2/23/2024,$12335.98,air,,,,,,l1,,,,,,,,,,,,,,,,,,
16824,Alden,Burberye,Male,37,Business,32,Mexico,Jalisco,United States,Texas,10/03/23,02/11/24,$10616.06,road,,,,,,h1,,,,,,,,,,,,,,,,,,
16825,Cristy,Cordall,Female,97,Business,27,Mexico,Mexico,United States,Minnesota,11/17/2023,11/20/2023,$11274.40,road,,,,,,h1,,,,,,,,,,,,,,,,,,
16826,Wendel,Carlill,Male,22,Business,86,Mexico,Michoacan De Ocampo,United States,Texas,3/26/2023,6/14/2023,$12996.45,air,,,,,,h1,,,,,,,,,,,,,,,,,,
16827,Gusty,Sayburn,Female,10,Business,50,Mexico,Veracruz Llave,United States,California,12/18/2023,5/19/2023,$14396.38,road,,,,,,h1,,,,,,,,,,,,,,,,,,
16828,Zorah,Olney,Genderqueer,27,Business,26,Mexico,Chiapas,United States,Virginia,12/15/2023,2/20/2024,$14067.44,air,,,,,,l1,,,,,,,,,,,,,,,,,,
16829,Bellina,Ashlee,Female,57,Business,86,Mexico,Chihuahua,United States,Georgia,9/14/2023,11/16/2023,$14793.04,road,,,,,,h1,,,,,,,,,,,,,,,,,,
16830,Timoteo,Griffithe,Male,3,Business,16,Mexico,Veracruz Llave,United States,Massachusetts,1/19/2024,12/06/23,$10289.26,road,,,,,,l1,,,,,,,,,,,,,,,,,,
16831,Neille,Ledster,Female,44,Business,60,Mexico,Chiapas,United States,California,09/09/23,12/01/23,$13489.65,air,,,,,,l1,,,,,,,,,,,,,,,,,,
16832,Vonnie,Dobey,Non-binary,17,Business,71,Mexico,Veracruz Llave,United States,Michigan,10/08/23,08/08/23,$10206.14,road,,,,,,h1,,,,,,,,,,,,,,,,,,
16833,Rosabella,Spridgeon,Female,42,Business,44,Mexico,Michoacan De Ocampo,United States,Pennsylvania,08/02/23,6/21/2023,$14852.23,air,,,,,,h1,,,,,,,,,,,,,,,,,,
16834,Rozanne,Risom,Agender,71,Business,3,Mexico,Veracruz Llave,United States,Colorado,04/07/23,04/08/23,$14284.75,air,,,,,,h1,,,,,,,,,,,,,,,,,,
16835,Aurie,Colloff,Female,11,Business,10,Mexico,Mexico,United States,North Carolina,12/17/2023,5/21/2023,$10412.16,road,,,,,,h1,,,,,,,,,,,,,,,,,,
16836,Felicio,Harnwell,Male,43,Business,43,Mexico,Oaxaca,United States,California,3/30/2023,7/20/2023,$13006.16,air,,,,,,l1,,,,,,,,,,,,,,,,,,
16837,Benito,Pringell,Male,57,Business,67,Mexico,Veracruz Llave,United States,Georgia,3/24/2023,10/07/23,$11742.61,road,,,,,,h1,,,,,,,,,,,,,,,,,,
16838,Filbert,Woolen,Male,31,Business,96,Mexico,Morelos,United States,Virginia,07/10/23,4/25/2023,$13116.58,road,,,,,,h1,,,,,,,,,,,,,,,,,,
16839,Bidget,Iczokvitz,Female,82,Business,22,Mexico,Veracruz Llave,United States,New York,08/04/23,12/06/23,$10851.82,road,,,,,,h1,,,,,,,,,,,,,,,,,,
16840,Wynny,Meikle,Female,98,Business,86,Mexico,Michoacan De Ocampo,United States,Alabama,5/24/2023,7/26/2023,$11964.95,road,,,,,,h1,,,,,,,,,,,,,,,,,,
16841,Jonis,de Cullip,Female,21,Business,3,Mexico,Veracruz Llave,United States,Washington,3/18/2023,08/05/23,$10445.25,air,,,,,,h1,,,,,,,,,,,,,,,,,,
16842,Katine,Spurriar,Bigender,69,Business,100,Mexico,Coahuila De Zaragoza,United States,New York,05/07/23,11/16/2023,$12507.99,road,,,,,,h1,,,,,,,,,,,,,,,,,,
16843,North,Geeves,Male,89,Business,76,Mexico,Tamaulipas,United States,Maryland,8/26/2023,10/06/23,$11827.61,road,,,,,,l1,,,,,,,,,,,,,,,,,,
16844,Gloriana,O'Fihily,Female,60,Business,94,Mexico,Veracruz Llave,United States,New York,09/06/23,2/15/2024,$11938.63,road,,,,,,l1,,,,,,,,,,,,,,,,,,
16845,Gay,Rego,Male,92,Business,79,Mexico,Coahuila De Zaragoza,United States,Texas,07/10/23,06/02/23,$10100.91,road,,,,,,h1,,,,,,,,,,,,,,,,,,
16846,Almire,Pudsall,Female,74,Business,28,Mexico,Mexico,United States,Texas,10/30/2023,2/26/2024,$14706.19,road,,,,,,h1,,,,,,,,,,,,,,,,,,
16847,Ev,Hayford,Male,48,Business,80,Mexico,Veracruz Llave,United States,District of Columbia,03/01/24,3/16/2024,$10521.37,air,,,,,,h1,,,,,,,,,,,,,,,,,,
16848,Gearard,Dickin,Male,16,Business,9,Mexico,Guanajuato,United States,District of Columbia,5/21/2023,4/16/2023,$11056.14,air,,,,,,h1,,,,,,,,,,,,,,,,,,
16849,Rutter,Bulbeck,Male,17,Business,38,Mexico,Jalisco,United States,Texas,08/10/23,3/29/2023,$12139.20,air,,,,,,l1,,,,,,,,,,,,,,,,,,
16850,Amory,Meenan,Male,42,Business,27,Mexico,Morelos,United States,Arizona,10/19/2023,10/29/2023,$14238.25,road,,,,,,l1,,,,,,,,,,,,,,,,,,
16851,Pauline,Rubbert,Female,53,Business,76,Mexico,Sinaloa,United States,Kansas,9/27/2023,01/03/24,$11067.97,road,,,,,,l1,,,,,,,,,,,,,,,,,,
16852,Mata,Loud,Male,70,Business,44,Mexico,Nuevo Leon,United States,Illinois,09/04/23,10/03/23,$13639.62,air,,,,,,l1,,,,,,,,,,,,,,,,,,
16853,Horten,Ferrierio,Male,19,Business,55,Taiwan,,United States,Alabama,4/15/2023,10/28/2023,$10928.45,air,,,,,,l1,,,,,,,,,,,,,,,,,,
16854,Ephrayim,Kennagh,Male,60,Business,60,Taiwan,,United States,Ohio,07/09/23,01/10/24,$14006.53,air,,,,,,h1,,,,,,,,,,,,,,,,,,
16855,Kip,Wescott,Male,48,Business,50,Taiwan,,United States,District of Columbia,11/20/2023,04/06/23,$14345.87,air,,,,,,h1,,,,,,,,,,,,,,,,,,
16856,Eleanore,Bullick,Female,80,Business,43,Taiwan,,United States,Maryland,7/30/2023,12/12/23,$12901.44,air,,,,,,l1,,,,,,,,,,,,,,,,,,
16857,Alvera,Wade,Female,69,Business,69,Taiwan,,United States,Idaho,2/23/2024,2/23/2024,$12014.90,air,,,,,,h1,,,,,,,,,,,,,,,,,,
16858,Elbert,Bathoe,Male,14,Business,53,Taiwan,,United States,Michigan,8/30/2023,7/20/2023,$13074.20,air,,,,,,h1,,,,,,,,,,,,,,,,,,
16859,Prudi,Linguard,Female,68,Business,51,Taiwan,,United States,North Carolina,4/14/2023,02/03/24,$12914.27,air,,,,,,h1,,,,,,,,,,,,,,,,,,
16860,Wheeler,Asquith,Male,96,Business,34,Taiwan,,United States,Michigan,5/23/2023,01/01/24,$10978.10,air,,,,,,l1,,,,,,,,,,,,,,,,,,
16861,Aloysius,Batcheldor,Male,14,Business,56,Taiwan,,United States,Texas,4/28/2023,9/29/2023,$13835.42,air,,,,,,h1,,,,,,,,,,,,,,,,,,
16862,Mikkel,Krzyzanowski,Male,92,Business,72,Taiwan,,United States,Mississippi,10/23/2023,05/05/23,$12500.21,air,,,,,,l1,,,,,,,,,,,,,,,,,,
16863,Gareth,Ismail,Male,71,Business,1,Taiwan,,United States,California,10/10/23,4/18/2023,$11513.78,air,,,,,,h1,,,,,,,,,,,,,,,,,,
16864,Ardath,Lecount,Female,2,Business,23,Taiwan,,United States,Kentucky,08/07/23,3/19/2023,$10897.27,air,,,,,,l1,,,,,,,,,,,,,,,,,,
16865,Schuyler,Anderton,Male,72,Business,59,Taiwan,,United States,Iowa,2/15/2024,8/22/2023,$11009.13,air,,,,,,h1,,,,,,,,,,,,,,,,,,
16866,Tito,Blaisdale,Male,83,Business,86,Taiwan,,United States,Indiana,7/27/2023,10/03/23,$13286.92,air,,,,,,h1,,,,,,,,,,,,,,,,,,
16867,Jeromy,Mityashin,Male,56,Business,69,Taiwan,,United States,North Carolina,5/30/2023,9/15/2023,$14581.82,air,,,,,,h1,,,,,,,,,,,,,,,,,,
16868,Bob,Nary,Male,39,Business,26,Taiwan,,United States,California,05/09/23,06/01/23,$10541.55,air,,,,,,l1,,,,,,,,,,,,,,,,,,
16869,Winona,Rentz,Female,46,Business,73,Taiwan,,United States,Ohio,12/10/23,1/26/2024,$14388.71,air,,,,,,l1,,,,,,,,,,,,,,,,,,
16870,Ced,Esselin,Male,95,Business,13,Taiwan,,United States,Texas,1/24/2024,05/11/23,$11198.14,air,,,,,,l1,,,,,,,,,,,,,,,,,,
16871,Katerine,Hale,Female,3,Business,28,Taiwan,,United States,Florida,2/26/2024,10/15/2023,$13389.04,air,,,,,,l1,,,,,,,,,,,,,,,,,,
16872,Charissa,Saxton,Female,1,Business,77,Taiwan,,United States,Texas,12/18/2023,04/10/23,$13851.33,air,,,,,,h1,,,,,,,,,,,,,,,,,,
16873,Jasen,Bewshea,Polygender,64,Business,11,Taiwan,,United States,North Carolina,1/22/2024,04/07/23,$10387.53,air,,,,,,h1,,,,,,,,,,,,,,,,,,
16874,Lamond,Ghidelli,Male,19,Business,65,Taiwan,,United States,Washington,9/26/2023,07/09/23,$14034.15,air,,,,,,h1,,,,,,,,,,,,,,,,,,
16875,Theresita,De Domenici,Female,39,Business,94,Taiwan,,United States,Virginia,11/28/2023,7/21/2023,$14228.18,air,,,,,,h1,,,,,,,,,,,,,,,,,,
16876,Pattin,Reith,Male,90,Business,7,Taiwan,,United States,Utah,07/05/23,2/17/2024,$12414.67,air,,,,,,h1,,,,,,,,,,,,,,,,,,
16877,Jehanna,Mayzes,Female,22,Business,52,Taiwan,,United States,Florida,05/11/23,7/21/2023,$11135.38,air,,,,,,h1,,,,,,,,,,,,,,,,,,
16878,Kamila,Oiseau,Female,28,Business,97,Taiwan,,United States,Illinois,03/01/24,7/17/2023,$11137.09,air,,,,,,h1,,,,,,,,,,,,,,,,,,
16879,Theo,Keld,Male,16,Business,24,Taiwan,,United States,California,06/06/23,07/09/23,$11956.58,air,,,,,,l1,,,,,,,,,,,,,,,,,,
16880,Laure,Eberts,Female,26,Business,16,Taiwan,,United States,Virginia,11/22/2023,7/17/2023,$12901.65,air,,,,,,l1,,,,,,,,,,,,,,,,,,
16881,Darbie,Merck,Female,88,Business,36,Taiwan,,United States,Texas,10/23/2023,7/29/2023,$11478.08,air,,,,,,h1,,,,,,,,,,,,,,,,,,
